# EIG2DOS: Utility for SIESTA to obtain the electronic density of states
#  E. Artacho, Apr 1999, A. Garcia, Apr 2012
#  Nick R. Papior, Feb 2017
# ------------------------------------------
# Eigenvalues read from graphite_c6.EIG
# Kpoint weights read from graphite_c6.KP
# Using smearing parameter:   0.2000
# Using 1000 points in the energy range
# Selected bands: 1 to: 52
# Emin, Emax in file for selected band(s):    -24.0101985    179.7326860
# Nbands, Nspin, Nk   =     52     1    25
# E_F                 =    -4.9094 eV --> (shifted to ZERO)
# Broadening          =     0.2000 eV
#
#        E            N(up)  (=)   N(down)         Ntot
     -4.000000      0.298099      0.298099      0.596198
     -3.991992      0.310279      0.310279      0.620557
     -3.983984      0.324265      0.324265      0.648530
     -3.975976      0.339919      0.339919      0.679838
     -3.967968      0.357094      0.357094      0.714188
     -3.959960      0.375637      0.375637      0.751274
     -3.951952      0.395389      0.395389      0.790779
     -3.943944      0.416187      0.416187      0.832374
     -3.935936      0.437863      0.437863      0.875726
     -3.927928      0.460246      0.460246      0.920492
     -3.919920      0.483165      0.483165      0.966330
     -3.911912      0.506448      0.506448      1.012895
     -3.903904      0.529923      0.529923      1.059847
     -3.895896      0.553425      0.553425      1.106850
     -3.887888      0.576789      0.576789      1.153578
     -3.879880      0.599859      0.599859      1.199719
     -3.871872      0.622487      0.622487      1.244974
     -3.863864      0.644533      0.644533      1.289066
     -3.855856      0.665870      0.665870      1.331739
     -3.847848      0.686381      0.686381      1.372763
     -3.839840      0.705967      0.705967      1.411934
     -3.831832      0.724540      0.724540      1.449080
     -3.823824      0.742029      0.742029      1.484059
     -3.815816      0.758381      0.758381      1.516762
     -3.807808      0.773557      0.773557      1.547114
     -3.799800      0.787536      0.787536      1.575072
     -3.791792      0.800312      0.800312      1.600624
     -3.783784      0.811895      0.811895      1.623790
     -3.775776      0.822310      0.822310      1.644620
     -3.767768      0.831594      0.831594      1.663188
     -3.759760      0.839795      0.839795      1.679591
     -3.751752      0.846972      0.846972      1.693944
     -3.743744      0.853190      0.853190      1.706380
     -3.735736      0.858520      0.858520      1.717039
     -3.727728      0.863034      0.863034      1.726069
     -3.719720      0.866809      0.866809      1.733617
     -3.711712      0.869915      0.869915      1.739829
     -3.703704      0.872421      0.872421      1.744842
     -3.695696      0.874389      0.874389      1.748779
     -3.687688      0.875874      0.875874      1.751749
     -3.679680      0.876920      0.876920      1.753840
     -3.671672      0.877561      0.877561      1.755121
     -3.663664      0.877817      0.877817      1.755634
     -3.655656      0.877698      0.877698      1.755396
     -3.647648      0.877199      0.877199      1.754398
     -3.639640      0.876304      0.876304      1.752608
     -3.631632      0.874983      0.874983      1.749966
     -3.623624      0.873195      0.873195      1.746389
     -3.615616      0.870888      0.870888      1.741777
     -3.607608      0.868004      0.868004      1.736008
     -3.599600      0.864474      0.864474      1.728948
     -3.591592      0.860227      0.860227      1.720455
     -3.583584      0.855188      0.855188      1.710377
     -3.575576      0.849282      0.849282      1.698564
     -3.567568      0.842434      0.842434      1.684869
     -3.559560      0.834576      0.834576      1.669152
     -3.551552      0.825643      0.825643      1.651286
     -3.543544      0.815580      0.815580      1.631160
     -3.535536      0.804342      0.804342      1.608684
     -3.527528      0.791896      0.791896      1.583791
     -3.519520      0.778220      0.778220      1.556440
     -3.511512      0.763309      0.763309      1.526618
     -3.503504      0.747171      0.747171      1.494342
     -3.495495      0.729830      0.729830      1.459660
     -3.487487      0.711324      0.711324      1.422648
     -3.479479      0.691707      0.691707      1.383414
     -3.471471      0.671047      0.671047      1.342094
     -3.463463      0.649425      0.649425      1.298850
     -3.455455      0.626935      0.626935      1.253869
     -3.447447      0.603680      0.603680      1.207360
     -3.439439      0.579774      0.579774      1.159548
     -3.431431      0.555337      0.555337      1.110675
     -3.423423      0.530496      0.530496      1.060992
     -3.415415      0.505380      0.505380      1.010760
     -3.407407      0.480120      0.480120      0.960241
     -3.399399      0.454849      0.454849      0.909698
     -3.391391      0.429695      0.429695      0.859390
     -3.383383      0.404784      0.404784      0.809568
     -3.375375      0.380238      0.380238      0.760476
